title,date,severity,summary,link,year
steal vulnerable to Prototype Pollution,2022-09-17 00:00:30+00:00,Critical,"CVE-2022-37258was published
                        forsteal(npm)Sep 17, 2022",https://github.com/advisories/GHSA-gvjw-8mmr-8f6g,2022
Craft CMS vulnerable to Cross-site Scripting via entry revisions and drafts,2022-09-17 00:00:30+00:00,Moderate,"CVE-2022-37251was published
                        forcraftcms/cms(Composer)Sep 17, 2022",https://github.com/advisories/GHSA-mw37-wx8p-gp45,2022
TensorFlow vulnerable to `CHECK` fail in `Save` and `SaveSlices`,2022-09-16 22:31:14+00:00,Moderate,"CVE-2022-35983was published
                        fortensorflow(pip)Sep 16, 2022",https://github.com/advisories/GHSA-m6vp-8q9j-whx4,2022
TensorFlow vulnerable to `CHECK` fail in `ParameterizedTruncatedNormal`,2022-09-16 22:30:29+00:00,Moderate,"CVE-2022-35984was published
                        fortensorflow(pip)Sep 16, 2022",https://github.com/advisories/GHSA-p2xf-8hgm-hpw5,2022
TensorFlow vulnerable to `CHECK` fail in `LRNGrad`,2022-09-16 22:29:52+00:00,Moderate,"CVE-2022-35985was published
                        fortensorflow(pip)Sep 16, 2022",https://github.com/advisories/GHSA-9942-r22v-78cp,2022
TensorFlow vulnerable to segfault in `RaggedBincount`,2022-09-16 22:29:01+00:00,Moderate,"CVE-2022-35986was published
                        fortensorflow(pip)Sep 16, 2022",https://github.com/advisories/GHSA-wr9v-g9vf-c74v,2022
TensorFlow vulnerable to `CHECK` fail in `tf.linalg.matrix_rank`,2022-09-16 22:28:41+00:00,Moderate,"CVE-2022-35988was published
                        fortensorflow(pip)Sep 16, 2022",https://github.com/advisories/GHSA-9vqj-64pv-w55c,2022
TensorFlow vulnerable to `CHECK` fail in `MaxPool`,2022-09-16 22:28:06+00:00,Moderate,"CVE-2022-35989was published
                        fortensorflow(pip)Sep 16, 2022",https://github.com/advisories/GHSA-j43h-pgmg-5hjq,2022
TensorFlow vulnerable to segfault in `SparseBincount`,2022-09-16 22:27:28+00:00,Moderate,"CVE-2022-35982was published
                        fortensorflow(pip)Sep 16, 2022",https://github.com/advisories/GHSA-397c-5g2j-qxpv,2022
TensorFlow vulnerable to `CHECK` fail in `FractionalMaxPoolGrad`,2022-09-16 22:26:57+00:00,Moderate,"CVE-2022-35981was published
                        fortensorflow(pip)Sep 16, 2022",https://github.com/advisories/GHSA-vxv8-r8q2-63xw,2022
TensorFlow vulnerable to segfault in `QuantizedRelu` and `QuantizedRelu6`,2022-09-16 22:26:12+00:00,Moderate,"CVE-2022-35979was published
                        fortensorflow(pip)Sep 16, 2022",https://github.com/advisories/GHSA-v7vw-577f-vp8x,2022
TensorFlow vulnerable to segfault in `QuantizeDownAndShrinkRange`,2022-09-16 22:23:45+00:00,Moderate,"CVE-2022-35974was published
                        fortensorflow(pip)Sep 16, 2022",https://github.com/advisories/GHSA-vgvh-2pf4-jr2x,2022
TensorFlow vulnerable to segfault in `QuantizedMatMul`,2022-09-16 22:22:27+00:00,Moderate,"CVE-2022-35973was published
                        fortensorflow(pip)Sep 16, 2022",https://github.com/advisories/GHSA-689c-r7h2-fv9v,2022
TensorFlow vulnerable to segfault in `QuantizedBiasAdd`,2022-09-16 22:20:36+00:00,Moderate,"CVE-2022-35972was published
                        fortensorflow(pip)Sep 16, 2022",https://github.com/advisories/GHSA-4pc4-m9mj-v2r9,2022
TensorFlow vulnerable to `CHECK` fail in `FakeQuantWithMinMaxVars`,2022-09-16 22:20:09+00:00,Moderate,"CVE-2022-35971was published
                        fortensorflow(pip)Sep 16, 2022",https://github.com/advisories/GHSA-9fpg-838v-wpv7,2022
TensorFlow vulnerable to segfault in `QuantizedInstanceNorm`,2022-09-16 22:17:57+00:00,Moderate,"CVE-2022-35970was published
                        fortensorflow(pip)Sep 16, 2022",https://github.com/advisories/GHSA-g35r-369w-3fqp,2022
TensorFlow vulnerable to `CHECK` fail in `Conv2DBackpropInput`,2022-09-16 22:17:17+00:00,Moderate,"CVE-2022-35969was published
                        fortensorflow(pip)Sep 16, 2022",https://github.com/advisories/GHSA-q2c3-jpmc-gfjx,2022
TensorFlow vulnerable to `CHECK` fail in `AvgPoolGrad`,2022-09-16 22:16:52+00:00,Moderate,"CVE-2022-35968was published
                        fortensorflow(pip)Sep 16, 2022",https://github.com/advisories/GHSA-2475-53vw-vp25,2022
TensorFlow vulnerable to segfault in `QuantizedAdd`,2022-09-16 22:16:30+00:00,Moderate,"CVE-2022-35967was published
                        fortensorflow(pip)Sep 16, 2022",https://github.com/advisories/GHSA-v6h3-348g-6h5x,2022
TensorFlow vulnerable to segfault in `QuantizedAvgPool`,2022-09-16 22:15:49+00:00,Moderate,"CVE-2022-35966was published
                        fortensorflow(pip)Sep 16, 2022",https://github.com/advisories/GHSA-4w68-4x85-mjj9,2022
TensorFlow vulnerable to `CHECK` fail in `FakeQuantWithMinMaxVarsPerChannelGradient`,2022-09-16 22:15:21+00:00,Moderate,"CVE-2022-35990was published
                        fortensorflow(pip)Sep 16, 2022",https://github.com/advisories/GHSA-h7ff-cfc9-wmmh,2022
TensorFlow vulnerable to `CHECK` fail in `TensorListScatter` and `TensorListScatterV2`,2022-09-16 22:15:05+00:00,Moderate,"CVE-2022-35991was published
                        fortensorflow(pip)Sep 16, 2022",https://github.com/advisories/GHSA-vm7x-4qhj-rrcq,2022
TensorFlow vulnerable to segfault in `LowerBound` and `UpperBound`,2022-09-16 22:14:39+00:00,Moderate,"CVE-2022-35965was published
                        fortensorflow(pip)Sep 16, 2022",https://github.com/advisories/GHSA-qxpx-j395-pw36,2022
TensorFlow vulnerable to `CHECK` fail in `TensorListFromTensor`,2022-09-16 22:14:20+00:00,Moderate,"CVE-2022-35992was published
                        fortensorflow(pip)Sep 16, 2022",https://github.com/advisories/GHSA-9v8w-xmr4-wgxp,2022
TensorFlow vulnerable to `CHECK` fail in `SetSize`,2022-09-16 22:14:09+00:00,Moderate,"CVE-2022-35993was published
                        fortensorflow(pip)Sep 16, 2022",https://github.com/advisories/GHSA-wq6q-6m32-9rv9,2022
TensorFlow vulnerable to segfault in `BlockLSTMGradV2`,2022-09-16 22:14:00+00:00,Moderate,"CVE-2022-35964was published
                        fortensorflow(pip)Sep 16, 2022",https://github.com/advisories/GHSA-f7r5-q7cx-h668,2022
TensorFlow vulnerable to `CHECK` failures in `FractionalAvgPoolGrad`,2022-09-16 22:13:23+00:00,Moderate,"CVE-2022-35963was published
                        fortensorflow(pip)Sep 16, 2022",https://github.com/advisories/GHSA-84jm-4cf3-9jfm,2022
TensorFlow vulnerable to `CHECK` failures in `UnbatchGradOp`,2022-09-16 22:12:59+00:00,Moderate,"CVE-2022-35952was published
                        fortensorflow(pip)Sep 16, 2022",https://github.com/advisories/GHSA-h5vq-gw2c-pq47,2022
TensorFlow vulnerable to Int overflow in `RaggedRangeOp`,2022-09-16 22:12:41+00:00,Moderate,"CVE-2022-35940was published
                        fortensorflow(pip)Sep 16, 2022",https://github.com/advisories/GHSA-x989-q2pq-4q5x,2022
TensorFlow vulnerable to `CHECK` fail in `CollectiveGather`,2022-09-16 22:11:58+00:00,Moderate,"CVE-2022-35994was published
                        fortensorflow(pip)Sep 16, 2022",https://github.com/advisories/GHSA-fhfc-2q7x-929f,2022
TensorFlow vulnerable to `CHECK` failure in `TensorListReserve` via missing validation,2022-09-16 22:11:18+00:00,Moderate,"CVE-2022-35960was published
                        fortensorflow(pip)Sep 16, 2022",https://github.com/advisories/GHSA-v5xg-3q2c-c2r4,2022
TensorFlow vulnerable to floating point exception in `Conv2D`,2022-09-16 22:11:10+00:00,Moderate,"CVE-2022-35996was published
                        fortensorflow(pip)Sep 16, 2022",https://github.com/advisories/GHSA-q5jv-m6qw-5g37,2022
TensorFlow vulnerable to `CHECK` failures in `AvgPool3DGrad`,2022-09-16 22:11:00+00:00,Moderate,"CVE-2022-35959was published
                        fortensorflow(pip)Sep 16, 2022",https://github.com/advisories/GHSA-wxjj-cgcx-r3vq,2022
TensorFlow vulnerable to `CHECK` fail in `EmptyTensorList`,2022-09-16 22:09:57+00:00,Moderate,"CVE-2022-35998was published
                        fortensorflow(pip)Sep 16, 2022",https://github.com/advisories/GHSA-qhw4-wwr7-gjc5,2022
TensorFlow vulnerable to null dereference on MLIR on empty function attributes,2022-09-16 22:09:36+00:00,Moderate,"CVE-2022-36000was published
                        fortensorflow(pip)Sep 16, 2022",https://github.com/advisories/GHSA-fqxc-pvf8-2w9v,2022
TensorFlow vulnerable to `CHECK` fail in `DrawBoundingBoxes`,2022-09-16 22:08:58+00:00,Moderate,"CVE-2022-36001was published
                        fortensorflow(pip)Sep 16, 2022",https://github.com/advisories/GHSA-jqm7-m5q7-3hm5,2022
ghas-to-csv vulnerable to Improper Neutralization of Formula Elements in a CSV File,2022-09-16 22:06:55+00:00,Moderate,"CVE-2022-39217was published
                        forsome-natalie/ghas-to-csv(GitHub Actions)Sep 16, 2022",https://github.com/advisories/GHSA-634p-93h9-92vh,2022
TensorFlow vulnerable to `CHECK` fail in `Unbatch`,2022-09-16 22:06:35+00:00,Moderate,"CVE-2022-36002was published
                        fortensorflow(pip)Sep 16, 2022",https://github.com/advisories/GHSA-mh3m-62v7-68xg,2022
TensorFlow vulnerable to null-dereference in `mlir::tfg::GraphDefImporter::ConvertNodeDef`,2022-09-16 22:01:12+00:00,Moderate,"CVE-2022-36013was published
                        fortensorflow(pip)Sep 16, 2022",https://github.com/advisories/GHSA-828c-5j5q-vrjq,2022
TensorFlow vulnerable to segfault in `Requantize`,2022-09-16 21:57:05+00:00,Moderate,"CVE-2022-36017was published
                        fortensorflow(pip)Sep 16, 2022",https://github.com/advisories/GHSA-wqmc-pm8c-2jhc,2022
TensorFlow vulnerable to `CHECK` fail in `RandomPoissonV2`,2022-09-16 21:39:10+00:00,Moderate,"CVE-2022-36003was published
                        fortensorflow(pip)Sep 16, 2022",https://github.com/advisories/GHSA-cv2p-32v3-vhwq,2022
TensorFlow vulnerable to `CHECK` fail in `FakeQuantWithMinMaxVarsGradient`,2022-09-16 21:28:06+00:00,Moderate,"CVE-2022-36005was published
                        fortensorflow(pip)Sep 16, 2022",https://github.com/advisories/GHSA-r26c-679w-mrjm,2022
TensorFlow vulnerable to `CHECK` fail in `AudioSummaryV2`,2022-09-16 21:25:53+00:00,Moderate,"CVE-2022-35995was published
                        fortensorflow(pip)Sep 16, 2022",https://github.com/advisories/GHSA-g9h5-vr8m-x2h4,2022
Binary vulnerable to Slice Memory Allocation with Excessive Size Value,2022-09-16 21:25:03+00:00,High,"CVE-2022-36078was published
                        forgithub.com/gagliardetto/binary(Go)Sep 16, 2022",https://github.com/advisories/GHSA-4p6f-m4f9-ch88,2022
TensorFlow vulnerable to `CHECK` fail in `tf.random.gamma`,2022-09-16 21:23:11+00:00,Moderate,"CVE-2022-36004was published
                        fortensorflow(pip)Sep 16, 2022",https://github.com/advisories/GHSA-mv8m-8x97-937q,2022
TensorFlow vulnerable to `CHECK`-fail in `tensorflow::full_type::SubstituteFromAttrs`,2022-09-16 21:22:51+00:00,Low,"CVE-2022-36016was published
                        fortensorflow(pip)Sep 16, 2022",https://github.com/advisories/GHSA-g468-qj8g-vcjc,2022
Elrond-go has improper initialization,2022-09-16 21:21:43+00:00,Critical,"CVE-2022-36061was published
                        forgithub.com/ElrondNetwork/elrond-go(Go)Sep 16, 2022",https://github.com/advisories/GHSA-mv8x-668m-53fg,2022
TensorFlow vulnerable to null-dereference in `mlir::tfg::TFOp::nameAttr`,2022-09-16 21:20:58+00:00,Moderate,"CVE-2022-36014was published
                        fortensorflow(pip)Sep 16, 2022",https://github.com/advisories/GHSA-7j3m-8g3c-9qqq,2022
TensorFlow vulnerable to integer overflow in math ops,2022-09-16 21:20:28+00:00,Low,"CVE-2022-36015was published
                        fortensorflow(pip)Sep 16, 2022",https://github.com/advisories/GHSA-rh87-q4vg-m45j,2022
TensorFlow vulnerable to assertion fail on MLIR empty edge names,2022-09-16 21:19:48+00:00,Moderate,"CVE-2022-36012was published
                        fortensorflow(pip)Sep 16, 2022",https://github.com/advisories/GHSA-jvhc-5hhr-w3v5,2022
TensorFlow vulnerable to `CHECK` fail in `DenseBincount`,2022-09-16 21:19:15+00:00,Moderate,"CVE-2022-35987was published
                        fortensorflow(pip)Sep 16, 2022",https://github.com/advisories/GHSA-w62h-8xjm-fv49,2022
TensorFlow vulnerable to `CHECK` failure in `AvgPoolOp`,2022-09-16 21:18:42+00:00,Moderate,"CVE-2022-35941was published
                        fortensorflow(pip)Sep 16, 2022",https://github.com/advisories/GHSA-mgmh-g2v6-mqw5,2022
Parse Server vulnerable to brute force guessing of user sensitive data via search patterns,2022-09-16 21:17:44+00:00,High,"CVE-2022-36079was published
                        forparse-server(npm)Sep 16, 2022",https://github.com/advisories/GHSA-2m6g-crv8-p3c6,2022
TensorFlow vulnerable to `CHECK` fail in `QuantizeAndDequantizeV3`,2022-09-16 21:15:36+00:00,Moderate,"CVE-2022-36026was published
                        fortensorflow(pip)Sep 16, 2022",https://github.com/advisories/GHSA-9cr2-8pwr-fhfq,2022
TensorFlow vulnerable to `CHECK` fail in `RaggedTensorToVariant`,2022-09-16 21:14:10+00:00,Moderate,"CVE-2022-36018was published
                        fortensorflow(pip)Sep 16, 2022",https://github.com/advisories/GHSA-m6cv-4fmf-66xf,2022
TensorFlow vulnerable to `CHECK` fail in `FakeQuantWithMinMaxVarsPerChannel`,2022-09-16 21:13:43+00:00,Moderate,"CVE-2022-36019was published
                        fortensorflow(pip)Sep 16, 2022",https://github.com/advisories/GHSA-9j4v-pp28-mxv7,2022
`cell-project` used incorrect variance when projecting through `&Cell<T>`,2022-09-16 21:08:19+00:00,Moderate,"GHSA-p75v-367r-2v23was published
                        forcell-project(Rust)Sep 16, 2022",https://github.com/advisories/GHSA-p75v-367r-2v23,2022
TensorFlow segfault TFLite converter on per-channel quantized transposed convolutions,2022-09-16 21:06:31+00:00,Moderate,"CVE-2022-36027was published
                        fortensorflow(pip)Sep 16, 2022",https://github.com/advisories/GHSA-79h2-q768-fpxr,2022
SFTPGo vulnerable to recovery codes abuse,2022-09-16 21:05:28+00:00,High,"CVE-2022-36071was published
                        forgithub.com/drakkan/sftpgo/v2(Go)Sep 16, 2022",https://github.com/advisories/GHSA-54qx-8p8w-xhg8,2022
XWiki Cross-Site Request Forgery (CSRF) for actions on tags,2022-09-16 21:04:25+00:00,Moderate,"CVE-2022-36095was published
                        fororg.xwiki.platform:xwiki-platform-web-templates(Maven)Sep 16, 2022",https://github.com/advisories/GHSA-fxwr-4vq9-9vhj,2022
TensorFlow vulnerable to OOB write in `scatter_nd` in TF Lite,2022-09-16 21:04:23+00:00,High,"CVE-2022-35939was published
                        fortensorflow(pip)Sep 16, 2022",https://github.com/advisories/GHSA-ffjm-4qwc-7cmf,2022
TensorFlow vulnerable to OOB read in `Gather_nd` in TF Lite,2022-09-16 21:04:10+00:00,High,"CVE-2022-35937was published
                        fortensorflow(pip)Sep 16, 2022",https://github.com/advisories/GHSA-pxrw-j2fv-hx3h,2022
mozjpeg DecompressScanlines::read_scanlines is Unsound,2022-09-16 21:03:43+00:00,High,"GHSA-v8gq-5grq-9728was published
                        formozjpeg(Rust)Sep 16, 2022",https://github.com/advisories/GHSA-v8gq-5grq-9728,2022
ansi_term is Unmaintained,2022-09-16 21:03:19+00:00,Low,"GHSA-74w3-p89x-ffghwas published
                        foransi_term(Rust)Sep 16, 2022•withdrawn",https://github.com/advisories/GHSA-74w3-p89x-ffgh,2022
Shopware contains sensitive data in backend customer module,2022-09-16 21:02:55+00:00,Moderate,"CVE-2022-36101was published
                        forshopware/shopware(Composer)Sep 16, 2022",https://github.com/advisories/GHSA-6vfq-jmxg-g58r,2022
OAuthLib vulnerable to DoS when attacker provides malicious IPV6 URI,2022-09-16 21:02:52+00:00,Moderate,"CVE-2022-36087was published
                        foroauthlib(pip)Sep 16, 2022",https://github.com/advisories/GHSA-3pgj-pg6c-r5p7,2022
Shopware access control list bypassed via crafted specific URLs,2022-09-16 21:01:29+00:00,Moderate,"CVE-2022-36102was published
                        forshopware/shopware(Composer)Sep 16, 2022",https://github.com/advisories/GHSA-qc43-pgwq-3q2q,2022
"Moby supplementary group permissions not set up properly, allowing attackers to bypass primary group restrictions",2022-09-16 21:00:46+00:00,Moderate,"CVE-2022-36109was published
                        forgithub.com/moby/moby(Go)Sep 16, 2022",https://github.com/advisories/GHSA-rc4r-wh2q-q6c4,2022
Go-CVSS has Out-of-bounds Read vulnerability in ParseVector function,2022-09-16 20:59:43+00:00,High,"CVE-2022-39213was published
                        forgithub.com/pandatix/go-cvss(Go)Sep 16, 2022",https://github.com/advisories/GHSA-xhmf-mmv2-4hhx,2022
TensorFlow vulnerable to `CHECK` failure in tf.reshape via overflows,2022-09-16 20:56:02+00:00,Moderate,"CVE-2022-35934was published
                        fortensorflow(pip)Sep 16, 2022",https://github.com/advisories/GHSA-f4w6-h4f5-wx45,2022
TensorFlow vulnerable to `CHECK` failure in `SobolSample` via missing validation,2022-09-16 20:51:55+00:00,Moderate,"CVE-2022-35935was published
                        fortensorflow(pip)Sep 16, 2022",https://github.com/advisories/GHSA-97p7-w86h-vcf9,2022
Hyperledger indy-node vulnerable to denial of service,2022-09-16 20:28:39+00:00,High,"CVE-2022-31006was published
                        forindy-node(pip)Sep 16, 2022",https://github.com/advisories/GHSA-x996-7qh9-7ff7,2022
Harbor fails to validate the user permissions when updating a robot account,2022-09-16 20:27:13+00:00,Moderate,"CVE-2022-31667was published
                        forgithub.com/goharbor/harbor(Go)Sep 16, 2022",https://github.com/advisories/GHSA-xx9w-464f-7h6f,2022
Harbor fails to validate the user permissions when updating tag immutability policies,2022-09-16 19:38:12+00:00,Moderate,"CVE-2022-31669was published
                        forgithub.com/goharbor/harbor(Go)Sep 16, 2022",https://github.com/advisories/GHSA-8c6p-v837-77f6,2022
Harbor fails to validate the user permissions when viewing Webhook policies,2022-09-16 19:35:47+00:00,High,"CVE-2022-31666was published
                        forgithub.com/goharbor/harbor(Go)Sep 16, 2022",https://github.com/advisories/GHSA-jf8p-3vjh-pq94,2022
Harbor fails to validate the user permissions when updating tag retention policies,2022-09-16 19:29:31+00:00,High,"CVE-2022-31670was published
                        forgithub.com/goharbor/harbor(Go)Sep 16, 2022",https://github.com/advisories/GHSA-3637-v6vq-xqqw,2022
Tauri's readDir Endpoint Scope can be Bypassed With Symbolic Links,2022-09-16 19:28:49+00:00,Moderate,"CVE-2022-39215was published
                        fortauri(Rust)Sep 16, 2022",https://github.com/advisories/GHSA-28m8-9j7v-x499,2022
Poetry Argument Injection can lead to Local Code Execution,2022-09-16 19:26:59+00:00,High,"CVE-2022-36069was published
                        forpoetry(pip)Sep 16, 2022",https://github.com/advisories/GHSA-9xgj-fcgf-x6mw,2022
TensorFlow vulnerable to `CHECK` fail in `tf.sparse.cross`,2022-09-16 19:25:36+00:00,Moderate,"CVE-2022-35997was published
                        fortensorflow(pip)Sep 16, 2022",https://github.com/advisories/GHSA-p7hr-f446-x6qf,2022
Cosign bundle can be crafted to successfully verify a blob even if the embedded rekorBundle does not reference the given signature,2022-09-16 19:13:13+00:00,Moderate,"CVE-2022-36056was published
                        forgithub.com/sigstore/cosign(Go)Sep 16, 2022",https://github.com/advisories/GHSA-8gw7-4j42-w388,2022
TYPO3 HTML Sanitizer Bypasses Cross-Site Scripting Protection,2022-09-16 18:50:12+00:00,Moderate,"CVE-2022-36020was published
                        fortypo3/cms(Composer)Sep 16, 2022",https://github.com/advisories/GHSA-47m6-46mj-p235,2022
Helm Controller denial of service,2022-09-16 18:49:48+00:00,High,"CVE-2022-36049was published
                        forgithub.com/fluxcd/flux2(Go)Sep 16, 2022",https://github.com/advisories/GHSA-p2g7-xwvr-rrw3,2022
ReactPHP's HTTP server parses encoded cookie names so malicious `__Host-` and `__Secure-` cookies can be sent,2022-09-16 18:48:53+00:00,Moderate,"CVE-2022-36032was published
                        forreact/http(Composer)Sep 16, 2022",https://github.com/advisories/GHSA-w3w9-vrf5-8mx8,2022
NodeBB account takeover via SSO plugins,2022-09-16 18:38:45+00:00,High,"CVE-2022-36076was published
                        fornodebb(npm)Sep 16, 2022",https://github.com/advisories/GHSA-xmgg-fx9p-prq6,2022
mangadex-downloader vulnerable to unauthorized file reading,2022-09-16 17:45:28+00:00,Moderate,"CVE-2022-36082was published
                        formangadex-downloader(pip)Sep 16, 2022",https://github.com/advisories/GHSA-r9x7-2xmr-v8fw,2022
JOSE vulnerable to resource exhaustion via specifically crafted JWE,2022-09-16 17:44:42+00:00,Moderate,"CVE-2022-36083was published
                        forjose(npm)Sep 16, 2022",https://github.com/advisories/GHSA-jv3g-j58f-9mq9,2022
cruddl vulnerable to ArangoDB Query Language (AQL) injection through flexSearch,2022-09-16 17:43:10+00:00,Critical,"CVE-2022-36084was published
                        forcruddl(npm)Sep 16, 2022",https://github.com/advisories/GHSA-qm4w-4995-vg7f,2022
"OPA Compiler: Bypass of WithUnsafeBuiltins using ""with"" keyword to mock functions",2022-09-16 17:42:47+00:00,High,"CVE-2022-36085was published
                        forgithub.com/open-policy-agent/opa(Go)Sep 16, 2022",https://github.com/advisories/GHSA-f524-rf33-2jjr,2022
linked_list_allocator vulnerable to out-of-bound writes on `Heap` initialization and `Heap::extend`,2022-09-16 17:41:33+00:00,High,"CVE-2022-36086was published
                        forlinked_list_allocator(Rust)Sep 16, 2022",https://github.com/advisories/GHSA-xg8p-34w2-j49j,2022
XWiki Platform Improper Authorization check for inactive users,2022-09-16 17:40:00+00:00,High,"CVE-2022-36090was published
                        fororg.xwiki.platform:xwiki-platform-oldcore(Maven)Sep 16, 2022",https://github.com/advisories/GHSA-jgc8-gvcx-9vfx,2022
"XWiki Platform Web Templates vulnerable to Missing Authorization, Exposure of Private Personal Information to Unauthorized Actor",2022-09-16 17:39:46+00:00,High,"CVE-2022-36091was published
                        fororg.xwiki.platform:xwiki-platform-web(Maven)Sep 16, 2022",https://github.com/advisories/GHSA-599v-w48h-rjrm,2022
XWiki Platform vulnerable to Cross-site Scripting in the deleted attachments list,2022-09-16 17:39:32+00:00,High,"CVE-2022-36096was published
                        fororg.xwiki.platform:xwiki-platform-index-ui(Maven)Sep 16, 2022",https://github.com/advisories/GHSA-gjmq-x5x7-wc36,2022
XWiki Platform Attachment UI vulnerable to cross-site scripting in the move attachment form,2022-09-16 17:39:08+00:00,High,"CVE-2022-36097was published
                        fororg.xwiki.platform:xwiki-platform-attachment-ui(Maven)Sep 16, 2022",https://github.com/advisories/GHSA-9r9j-57rf-f6vj,2022
XWiki Platform Mentions UI vulnerable to Cross-site Scripting,2022-09-16 17:36:44+00:00,Critical,"CVE-2022-36098was published
                        fororg.xwiki.platform:xwiki-platform-mentions-ui(Maven)Sep 16, 2022",https://github.com/advisories/GHSA-c5v8-2q4r-5w9v,2022
XWiki Platform Wiki UI Main Wiki Eval Injection vulnerability,2022-09-16 17:22:28+00:00,Critical,"CVE-2022-36099was published
                        fororg.xwiki.platform:xwiki-platform-wiki-ui-mainwiki(Maven)Sep 16, 2022",https://github.com/advisories/GHSA-xr6m-2p4m-jvqf,2022
XWiki Platform Applications Tag and XWiki Platform Tag UI vulnerable to Eval Injection,2022-09-16 17:21:25+00:00,Critical,"CVE-2022-36100was published
                        fororg.xwiki.platform.applications:xwiki-application-tag(Maven)Sep 16, 2022",https://github.com/advisories/GHSA-2g5c-228j-p52x,2022
Talos worker join token can be used to get elevated access level to the Talos API,2022-09-16 17:21:09+00:00,High,"CVE-2022-36103was published
                        forgithub.com/talos-systems/talos(Go)Sep 16, 2022",https://github.com/advisories/GHSA-7hgc-php5-77qq,2022
mako is vulnerable to Regular Expression Denial of Service,2022-09-16 17:20:25+00:00,High,"CVE-2022-40023was published
                        formako(pip)Sep 16, 2022",https://github.com/advisories/GHSA-v973-fxgf-6xhp,2022
wee_alloc is Unmaintained,2022-09-16 17:18:28+00:00,Critical,"GHSA-rc23-xxgq-x27gwas published
                        forwee_alloc(Rust)Sep 16, 2022",https://github.com/advisories/GHSA-rc23-xxgq-x27g,2022
nftables binding to an already bound chain,2022-09-16 17:17:56+00:00,Moderate,"GHSA-jr8j-2jhp-m67vwas published
                        forgithub.com/siderolabs/talos(Go)Sep 16, 2022",https://github.com/advisories/GHSA-jr8j-2jhp-m67v,2022
Talos vulnerable dependency due to race condition in Linux kernel's IP framework XFRM,2022-09-16 17:17:37+00:00,High,"GHSA-34vw-m4rh-r36pwas published
                        forgithub.com/talos-systems/talos(Go)Sep 16, 2022",https://github.com/advisories/GHSA-34vw-m4rh-r36p,2022
Go-tuf: Improper handling of different key IDs for the same public keys in attacker-controlled metadata,2022-09-16 17:17:13+00:00,Low,"GHSA-3633-5h82-39pqwas published
                        forgithub.com/theupdateframework/go-tuf(Go)Sep 16, 2022",https://github.com/advisories/GHSA-3633-5h82-39pq,2022
TYPO3 CMS vulnerable to Denial of Service in Page Error Handling,2022-09-16 17:16:46+00:00,Moderate,"CVE-2022-36104was published
                        fortypo3/cms(Composer)Sep 16, 2022",https://github.com/advisories/GHSA-fffr-7x4x-f98q,2022
TYPO3 CMS vulnerable to User Enumeration via Response Timing,2022-09-16 17:16:28+00:00,Moderate,"CVE-2022-36105was published
                        fortypo3/cms(Composer)Sep 16, 2022",https://github.com/advisories/GHSA-m392-235j-9r7r,2022
TYPO3 CMS missing check for expiration time of password reset token for backend users,2022-09-16 17:16:11+00:00,Moderate,"CVE-2022-36106was published
                        fortypo3/cms(Composer)Sep 16, 2022",https://github.com/advisories/GHSA-5959-4x58-r8c2,2022
TYPO3 CMS Stored Cross-Site Scripting via FileDumpController,2022-09-16 17:15:57+00:00,Moderate,"CVE-2022-36107was published
                        fortypo3/cms(Composer)Sep 16, 2022",https://github.com/advisories/GHSA-9c6w-55cp-5w25,2022
TYPO3 CMS vulnerable to Cross-Site Scripting in <f:asset.css> view helper,2022-09-16 17:14:27+00:00,Moderate,"CVE-2022-36108was published
                        fortypo3/cms(Composer)Sep 16, 2022",https://github.com/advisories/GHSA-fv2m-9249-qx85,2022
typemap is Unmaintained,2022-09-16 17:13:21+00:00,Critical,"GHSA-vfv3-9w6v-23jpwas published
                        fortypemap(Rust)Sep 16, 2022",https://github.com/advisories/GHSA-vfv3-9w6v-23jp,2022
traitobject is Unmaintained,2022-09-16 17:12:59+00:00,Critical,"GHSA-pp8r-vv2j-9j5vwas published
                        fortraitobject(Rust)Sep 16, 2022",https://github.com/advisories/GHSA-pp8r-vv2j-9j5v,2022
Cargo extracting malicious crates can corrupt arbitrary files,2022-09-16 17:12:30+00:00,Low,"CVE-2022-36113was published
                        forcargo(Rust)Sep 16, 2022",https://github.com/advisories/GHSA-rfj2-q3h3-hm5j,2022
Cargo extracting malicious crates can fill the file system,2022-09-16 17:12:05+00:00,Moderate,"CVE-2022-36114was published
                        forcargo(Rust)Sep 16, 2022",https://github.com/advisories/GHSA-2hvr-h6gw-qrxp,2022
VNCAuthProxy authentication bypass vulnerability,2022-09-16 17:11:31+00:00,Critical,"CVE-2022-36436was published
                        forvncauthproxy(pip)Sep 16, 2022",https://github.com/advisories/GHSA-237r-mx84-7x8c,2022
XWiki Platform Old Core vulnerable to Authentication Bypass Using the Login Action,2022-09-16 17:06:38+00:00,High,"CVE-2022-36092was published
                        fororg.xwiki.platform:xwiki-platform-oldcore(Maven)Sep 16, 2022",https://github.com/advisories/GHSA-8h89-34w2-jpfm,2022
XWiki Platform Web Templates vulnerable to Unauthorized User Registration Through the Distribution Wizard,2022-09-16 17:05:55+00:00,High,"CVE-2022-36093was published
                        fororg.xwiki.platform:xwiki-platform-web(Maven)Sep 16, 2022",https://github.com/advisories/GHSA-h5j3-5x63-p8jv,2022
